320787,1710326
767081,859125
387607,1170114
957085,1565172
696213,1781956
243999,1968513
491959,1724747
898941,569028
47007,1063960
246260,544020
936259,307632
175487,1400627
264559,884422
404942,1314468
453251,877947
160066,40173
989637,384107
909896,1616601
767578,1698165
847157,1006401
505546,477291
13181,1410702
105533,931895
795023,200762
818741,860160
242657,1951217
244651,1734947
229914,747411
776913,673432
272319,1869805
750664,671020
218136,748790
731993,13885
766842,266664
605734,1972632
238517,1184786
645038,1006540
803060,470447
32279,644244
211883,1889527
934836,685244
128095,753456
930600,1303590
911181,1783521
615972,410586
198090,1340726
71339,1646397
523183,1705731
226088,979721
655668,1162637
932165,1328865
502752,1192845
87408,527141
954874,966301
614067,1379354
866978,1815753
796395,45825
394410,916896
233648,1696330
366813,244271
541693,1223662
288828,1948244
567952,852419
536326,1330082
107521,1379495
271070,1866231
905468,1672508
149150,1238109
452393,880681
443082,1712015
453885,827200
494839,1553246
126998,1508116
644051,1473736
489104,1022264
801365,981337
955425,463507
47241,1790251
644002,664393
390725,534477
886831,1263929
114481,1947681
238938,1094380
14939,1328527
794051,849230
101646,156761
129744,1502305
688750,688303
531732,1620643
720513,349867
285192,534253
244427,612176
770191,126132
643399,1963748
418525,1624670
748377,1369507
900709,1565525
829185,172005
948566,459759
936758,1706049
451114,949912
772058,1226733
371561,329688
43962,622639
403417,586472
195239,1005630
383843,1423366
553267,431910
690988,248580
782431,1182603
677208,4585
471666,1606943
187605,1590712
907653,1037212
736331,963847
607356,253924
103391,637146
299296,1317648
277174,251029
429650,1971092
670662,979958
724305,1011350
268186,359975
887566,1146855
740792,1953731
846365,1120833
79022,1193442
269027,1652892
434215,1662545
227265,1000228
335661,921704
719361,1835320
623333,1060654
891538,362881
153148,618390
790947,498849
301623,646352
496831,1787651
564945,1938523
929285,833425
967599,708673
698230,1695517
891380,1632210
266903,199136
389443,1199191
777353,401046
598777,1001312
715247,193162
465784,1637715
299443,1896852
606645,735286
861693,1767076
378955,1884248
638198,1401609
251413,683440
210903,1435959
675888,180878
952404,1626461
470564,1023960
768937,1531388
835054,1632942
457487,1871463
871614,1624384
566256,778096
866094,620725
288992,1738545
187044,92896
800108,526542
738580,1939763
888886,1398397
466699,299487
335835,780752
797329,1283256
293061,576531
382430,1631045
606155,1894122
67400,1715360
565827,1437228
484357,1817227
522307,1800111
38052,281615
573424,1355740
255794,1391510
162991,524963
906410,811208
864448,391930
400405,1185856
494352,863636
902364,1564193
312136,1668085
652310,28795
96928,1719303
83532,1589790
308630,67567
946420,1027808
449527,765669
62484,1351440
576822,162606
261132,1479767
894522,664587
754836,1936551
986256,960611
125742,1050537
723080,1849316
956827,1199786
490913,1736673
940991,816715
911088,1013954
783045,957264
880859,457285
211060,978257
658054,459228
323899,1630405
295844,1143157
119681,250404
623118,1440862
633116,1432539
864047,624924
563633,375326
510903,1400948
686409,1460833
833260,1669792
5926,1939325
434265,832165
390281,1415828
788370,1361599
672442,1681578
722382,1175496
33402,1740913
689655,903828
138367,164002
342326,965993
528884,351342
436109,1426160
357182,583803
478257,1583497
765508,225250
979301,1072171
928253,1524119
978373,939600
572391,80474
279126,782324
660595,32092
86344,1641356
589734,673854
729635,1948084
408640,1140250
196855,1582472
862117,1825457
506517,100413
737886,70444
557755,908986
138871,459001
244539,1472990
349134,1977760
129092,1443415
871432,766778
93031,1801836
376371,646472
256716,647409
887522,1533908
654161,1116186
269839,490971
593716,879107
786136,1232102
971017,1293571
878044,1635461
956067,362826
673820,117426
406073,1819709
903239,67331
717277,893963
64561,21406
836817,296355
814773,1836072
433393,1672119
287751,351461
959396,1378261
744561,1283193
62199,1124163
683276,1239627
895966,117070
473159,1563010
456082,50172
192867,1315622
40778,577775
326957,592845
271850,1598445
829717,1332841
999721,238987
233129,1368806
963497,1465180
158547,375092
712132,1727524
91351,204304
469321,1918996
475438,629036
846784,1357666
108910,1379583
1377,613065
502633,1340383
156019,1085336
321879,399976
364517,673946
191011,838315
605399,850831
123321,1161406
190478,1814713
172995,1521871
996193,1043486
404216,662642
767953,521961
453489,1079659
309305,673189
502084,782193
857796,1896915
272869,1974193
692327,1712647
485192,769744
550228,282563
298226,1107165
187190,1287521
530862,180132
101033,472717
390079,280957
679291,160176
174793,425013
657195,1710398
504582,1422500
891819,1505022
565,1977888
677670,1275288
589760,1265052
679028,490839
679999,346217
568742,1042973
698751,827108
786406,437401
784786,1661342
795918,634865
400633,1193296
592381,1062543
871160,1185620
743319,143958
306299,504082
432710,1384766
765938,1734407
268339,1209860
844116,953215
152537,746477
690168,398303
344675,225870
536125,1471164
620839,1896842
511652,141776
272099,634695
543628,1848310
354950,248502
57929,137642
825603,631652
160670,411532
971448,1180254
666861,300149
898674,160062
864187,450696
255572,1586287
4903,711486
392305,1390493
686651,782756
173873,309976
853626,186194
56051,1875184
295403,830246
446949,346915
597166,656043
413727,271144
79140,164085
843427,772409
224825,732620
675748,1212482
824893,544648
422543,486256
871996,271814
404951,738527
731573,278796
129781,1085120
495620,233482
135566,1865509
62304,1334960
809447,526559
257842,1802149
381098,1956567
865986,1991787
503206,796888
26428,1571322
205072,1704564
249497,865453
469581,132448
953507,1696362
894737,1396552
69843,971408
28287,1191119
989658,827485
562666,1788576
958239,1251036
941486,231332
320546,154487
384098,213400
476778,1463984
150661,1818574
786895,894074
307247,349872
81614,206058
138730,64480
746813,774550
993306,1286067
463107,1126902
880002,21483
377800,135741
498687,1768942
831634,1172394
909153,8148
798473,1520791
101775,655933
841765,1061731
637103,1403958
819672,1389231
263419,842745
924974,114098
827766,1937843
152716,1660176
885635,895393
389929,344346
227250,646660
410245,508068
600969,1192426
115467,1646294
670138,706212
232632,257008
467711,1713518
512034,225826
888663,1766424
567088,1150144
141607,347021
870087,527763
332464,1061054
153917,432524
225218,1328327
806298,595558
503501,1703347
353215,1972853
558920,1118022
659274,680300
687560,743422
695693,1497212
986193,1891416
453579,1402174
530092,132303
421563,1590469
287674,1492438
599244,224962
79208,1576136
33052,416569
161215,1893098
240075,1004863
70880,777925
785646,1275560
563219,1928573
593236,1020159
160196,1969652
176650,596334
235683,517808
496567,1036237
889474,585437
720320,439039
685782,251786
176779,1139926
360294,1018023
62682,1918137
341772,676972
23067,499552
876226,1739770
800114,386828
473615,1472176
72746,554352
399318,1369530
432058,1235807
273086,1012436
78023,525622
949161,1644376
720496,360380
142348,176855
672190,1798879
131138,90721
167808,1126554
916150,926350
803545,1983455
719354,1798372
749093,1694359
578515,1172266
966517,793001
319023,1957490
645208,14886
131710,694752
214684,932786
945703,1739768
227440,1562471
840675,1311603
859189,1261196
524563,1951096
756386,1349055
347490,469269
441845,717636
596056,1126127
823759,239970
425485,8589
617462,799454
920479,1052601
983866,684465
427500,762528
436817,593510
220686,552694
969291,1023512
382205,404664
354318,1424144
476146,509130
829282,1956712
817093,1692543
28177,250556
942897,1277905
479795,1733212
180797,265489
93740,356342
13840,893937
113436,1390491
717322,1047057
241446,1999599
668573,1037844
248113,946703
420934,361024
801062,1816510
132576,1004020
337563,1751924
312997,494693
244665,350284
614551,1440248
321679,557208
577638,104587
411714,1694290
682065,557035
621699,470198
265764,1898472
366412,1071659
955291,1513158
828603,1703257
983101,962254
114661,1072067
240139,264547
324342,463429
395396,972886
139190,315503
174921,658813
825615,1823820
644901,1418257
454684,756366
447276,963785
249804,631346
44401,760107
516391,165567
272176,1576672
567241,396191
339793,85829
419143,1432848
993710,578362
497838,1262457
972540,1559372
166643,1916805
107920,396146
291588,49908
331287,1613595
322473,1622675
318243,860481
153015,899003
624025,215588
539907,573385
132622,1859683
95663,812068
602789,1258297
360956,143533
468929,697715
561524,1794796
231143,1133804
520625,545364
641416,1206452
611053,1868176
368411,577241
781588,1890826
166043,701429
754809,1889846
97776,742879
843694,1303641
264503,568593
865413,438916
594505,1626939
118725,1586400
13218,1401497
41168,499893
697986,1975635
593757,671001
312918,1183454
79066,1142849
691706,371543
879274,569577
188098,623815
103174,796418
98395,1476673
181330,232931
622304,1355748
547990,778925
439930,481668
898686,1306901
315147,1659511
713455,1839806
372757,706565
766544,1501082
872826,637551
289534,679913
887160,904179
580597,267572
430646,242130
738125,605932
228816,1656859
992140,1311843
108598,1293682
199761,897018
440837,409612
356397,1113967
160839,1800090
547538,255226
792588,1809787
716048,413102
654455,1510764
911368,1781051
530220,1242028
597985,603075
760212,586641
531439,510371
533760,359783
725529,1648486
766105,985442
389326,451997
705324,1499138
993455,811178
836331,1273921
668740,767365
579456,613958
828915,1530962
563792,1336521
576284,836455
601429,404305
398200,507374
202419,315475
624882,479342
438829,1511115
715420,1507458
836047,756285
679186,41428
659155,508679
946249,1730485
851665,66689
311372,1952868
290355,1749908
25990,1237351
310877,12070
78186,1962946
727477,989931
526135,504045
448054,934368
93093,280113
585122,891543
714301,1099859
730221,168534
953939,1152087
44554,889217
227219,717
937813,374672
646322,1401315
687978,914840
734174,227049
880674,462668
878719,620417
113090,313833
196200,1604342
743363,1042449
651908,1161677
498924,1573111
963735,926313
713228,1144635
786440,1245779
239434,601166
775501,203006
690780,680281
549363,1269583
829919,1773584
600167,1709489
20157,1054532
384739,244260
724305,934090
380230,1317421
860174,1456881
435335,1754574
854674,461570
30525,551668
266429,1565836
282646,1408596
156807,104588
514965,1924757
866804,775194
189037,379438
753269,111483
305504,233807
963826,1200034
224664,1772576
385150,6072
685719,954517
775924,689162
518675,1150701
383593,452492
697629,788147
423966,564076
553618,1996596
740326,749396
491281,926511
357142,1856455
331581,1279145
141662,1244215
532058,42314
879679,1975798
718992,1652812
748850,1671904
792517,443166
718716,1844510
705643,868628
910862,1704192
213391,1153692
915315,1571807
799344,1290339
163236,5099
972169,328486
197992,717445
873460,713936
191756,18049
188102,623841
99667,1967017
374695,67155
991381,1364286
646307,1466650
61942,438813
426591,439271
898079,1439889
495861,279429
28092,976421
975283,425354
628261,313077
466592,1598229
110557,439903
895144,1218538
854241,801006
194107,1133856
891910,99356
920207,90641
255473,1377390
617420,751091
14549,1608749
339872,1823733
314625,871956
27676,1817536
237357,1333043
657913,291277
400654,254948
807127,1588615
652821,1006609
1565,1438992
158520,1431592
358971,1668959
242948,554694
799938,1852583
866783,1609344
882443,768709
551714,882749
564737,769171
887732,580966
420373,1558436
897924,1043341
524037,814840
62176,391063
70544,1240316
150105,1406976
233419,286895
393080,226696
993600,259668
975124,409359
378917,1527201
704702,760447
786207,1679971
133935,1594555
928846,1038157
959424,1658316
366212,1118630
681659,54060
819511,1252654
193795,808161
612287,1955375
942525,1057913
484876,1988679
462185,828060
823076,1505473
225786,391714
120657,584245
454279,1388197
591716,277950
